date,close_price,dca_cost,ratio_dca,trend_value,ratio_trend,is_double_undervalued
2020-05-23,9209.287109375,,,17048.68962778659,0.5401756563369751,False
2020-05-24,8790.3681640625,,,17063.138451425366,0.5151671358165765,False
2020-05-25,8906.9345703125,,,17077.599520492327,0.5215565899425497,False
2020-05-26,8835.052734375,,,17092.07284536552,0.5169093774820066,False
2020-05-27,9181.017578125,,,17106.558436431787,0.5366957715218869,False
2020-05-28,9525.7509765625,,,17121.056304086764,0.5563763594591252,False
2020-05-29,9439.1240234375,,,17135.566458734902,0.5508498389106875,False
2020-05-30,9700.4140625,,,17150.088910789473,0.5656188788850692,False
2020-05-31,9461.05859375,,,17164.623670672565,0.5511952242748638,False
2020-06-01,10167.2685546875,,,17179.17074881512,0.5918369811528159,False
2020-06-02,9529.8037109375,,,17193.73015565689,0.5542603975206689,False
2020-06-03,9656.7177734375,,,17208.301901646497,0.5611662224797173,False
2020-06-04,9800.63671875,,,17222.885997241414,0.5690472967375947,False
2020-06-05,9665.533203125,,,17237.48245290797,0.560727660174901,False
2020-06-06,9653.6796875,,,17252.09127912137,0.5595657669156299,False
2020-06-07,9758.8525390625,,,17266.7124863657,0.5651830101861239,False
2020-06-08,9771.4892578125,,,17281.34608513392,0.5654356558612244,False
2020-06-09,9795.7001953125,,,17295.99208592789,0.566356653416969,False
2020-06-10,9870.0947265625,,,17310.650499258376,0.5701746867909646,False
2020-06-11,9321.78125,,,17325.321335645036,0.5380437724304374,False
2020-06-12,9480.84375,,,17340.00460561646,0.5467613167143645,False
2020-06-13,9475.27734375,,,17354.70031971016,0.5459775835477088,False
2020-06-14,9386.7880859375,,,17369.40848847256,0.5404207110545628,False
2020-06-15,9450.7021484375,,,17384.129122459042,0.543639665919639,False
2020-06-16,9538.0244140625,,,17398.862232233925,0.5481981687510532,False
2020-06-17,9480.2548828125,,,17413.607828370485,0.5444164687898357,False
2020-06-18,9411.8408203125,,,17428.365921450957,0.5400300213302464,False
2020-06-19,9288.0185546875,,,17443.136522066543,0.5324741076776895,False
2020-06-20,9332.3408203125,,,17457.91964081742,0.534562021839822,False
2020-06-21,9303.6298828125,,,17472.715288312753,0.5324661753651743,False
2020-06-22,9648.7177734375,,,17487.523475170696,0.5517486673934726,False
2020-06-23,9629.658203125,,,17502.344212018405,0.5501924820169268,False
2020-06-24,9313.6103515625,,,17517.177509492038,0.5316844192802026,False
2020-06-25,9264.8134765625,,,17532.02337823677,0.5284508967780239,False
2020-06-26,9162.91796875,,,17546.881828906793,0.5221963684541933,False
2020-06-27,9045.390625,,,17561.752872165336,0.5150619468821119,False
2020-06-28,9143.58203125,,,17576.636518684663,0.520212272782111,False
2020-06-29,9190.8544921875,,,17591.532779146077,0.5224589924922756,False
2020-06-30,9137.9931640625,,,17606.44166423994,0.5190141959588846,False
2020-07-01,9228.3251953125,,,17621.363184665675,0.523700981507668,False
2020-07-02,9123.41015625,,,17636.29735113176,0.5173087057110959,False
2020-07-03,9087.3037109375,,,17651.24417435577,0.5148251092769877,False
2020-07-04,9132.48828125,,,17666.203665064342,0.5169468468944394,False
2020-07-05,9073.9423828125,,,17681.175833993217,0.5131979042574336,False
2020-07-06,9375.474609375,,,17696.160691887235,0.529802750586073,False
2020-07-07,9252.27734375,,,17711.158249500328,0.5223982087117892,False
2020-07-08,9428.3330078125,,,17726.16851759556,0.5318878131195489,False
2020-07-09,9277.9677734375,,,17741.191506945106,0.5229619312663117,False
2020-07-10,9278.8076171875,,,17756.22722833027,0.5225663930670504,False
2020-07-11,9240.3466796875,,,17771.275692541505,0.5199596719759187,False
2020-07-12,9276.5,,,17786.33691037839,0.5215520231480114,False
2020-07-13,9243.6142578125,,,17801.410892649677,0.5192630131148341,False
2020-07-14,9243.2138671875,,,17816.497650173264,0.51880083553333,False
2020-07-15,9192.8369140625,,,17831.59719377622,0.5155363714289758,False
2020-07-16,9132.2275390625,,,17846.70953429479,0.5117037133099369,False
2020-07-17,9151.392578125,,,17861.83468257441,0.5123433701383927,False
2020-07-18,9159.0400390625,,,17876.972649469695,0.5123373078122483,False
2020-07-19,9185.8173828125,,,17892.123445844478,0.5134000673880855,False
2020-07-20,9164.2314453125,,,17907.287082571773,0.511759899925409,False
2020-07-21,9374.8876953125,,,17922.463570533833,0.5230803041343977,False
2020-07-22,9525.36328125,,,17937.65292062212,0.5310261784750621,False
2020-07-23,9581.072265625,,,17952.855143737335,0.5336795840502984,False
2020-07-24,9536.892578125,,,17968.070250789406,0.5307688830805861,False
2020-07-25,9677.11328125,,,17983.29825269752,0.5381167094750496,False
2020-07-26,9905.1669921875,,,17998.539160390115,0.5503317188089396,False
2020-07-27,10990.873046875,,,18013.792984804877,0.6101365246145606,False
2020-07-28,10912.8232421875,,,18029.059736888783,0.6052907584447713,False
2020-07-29,11100.4677734375,,,18044.339427598068,0.615177286925771,False
2020-07-30,11111.2138671875,,,18059.632067898274,0.6152513974489066,False
2020-07-31,11323.466796875,,,18074.937668764214,0.6264733524610371,False
2020-08-01,11759.5927734375,,,18090.25624118002,0.6500511997540631,False
2020-08-02,11053.6142578125,,,18105.587796139123,0.6105084453634584,False
2020-08-03,11246.3486328125,,,18120.93234464427,0.6206274831182411,False
2020-08-04,11205.892578125,,,18136.28989770754,0.617871275841342,False
2020-08-05,11747.0224609375,,,18151.66046635034,0.6471596624845536,False
